ticker,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,exit_reason
SMCI,2024-07-30,2024-08-07,17938.4745,28741.9015,30.6214,329387.16,59.9,signal_exit
ARM,2024-08-05,2024-08-09,683.9562,674.177,2608.9096,-29056.31,-1.63,signal_exit
ARKK,2024-08-09,2024-08-13,61.8971,63.4229,1891.2939,2648.7,2.26,trailing_stop
SMCI,2024-08-09,2024-08-16,29915.7601,31918.7277,62.0921,120528.95,6.48,trailing_stop
META,2024-08-07,2024-08-19,1391.7155,1572.4,1346.4908,239298.94,12.76,trailing_stop
AVGO,2024-08-19,2024-08-21,618.8177,641.0959,3267.9339,68686.11,3.39,signal_exit
ARM,2024-08-23,2024-08-26,804.4403,760.3544,2525.1763,-115276.0,-5.67,trailing_stop
AVGO,2024-08-27,2024-08-29,676.0128,692.4894,3159.1739,47729.05,2.23,signal_exit
MSTR,2024-08-21,2024-09-03,381.8594,565.789,4547.9457,832192.24,47.87,trailing_stop
ARM,2024-08-29,2024-09-04,828.9857,887.1022,2835.2543,159909.77,6.8,trailing_stop
AVGO,2024-09-04,2024-09-06,712.7971,760.9403,3505.2542,163588.56,6.54,signal_exit
AAPL,2024-09-06,2024-09-10,173.8041,172.6206,14826.9154,-22685.06,-0.88,signal_exit
ARM,2024-09-06,2024-09-12,888.2719,880.1568,2901.1151,-28673.33,-1.11,signal_exit
SOXX,2024-09-10,2024-09-12,1026.439,1057.7563,2485.5105,72659.0,2.85,signal_exit
SMCI,2024-09-12,2024-09-16,57858.1044,66518.198,44.7162,381684.63,14.74,signal_exit
AVGO,2024-09-12,2024-09-17,794.7945,766.3399,3255.1724,-97706.25,-3.77,trailing_stop
SOXX,2024-09-16,2024-09-17,1108.516,1075.1106,2461.1612,-87590.36,-3.21,trailing_stop
ARM,2024-09-18,2024-09-25,926.0383,1019.7636,2895.5231,265749.8,9.9,trailing_stop
SMCI,2024-09-18,2024-09-26,64412.9316,61863.3381,34.4214,-92107.05,-4.15,trailing_stop
NVDA,2024-09-24,2024-09-30,2908.7461,3096.9341,231.6735,42206.83,6.26,trailing_stop
MSTR,2024-10-02,2024-10-03,611.0193,543.1258,3450.9335,-238278.79,-11.29,trailing_stop
NVDA,2024-10-04,2024-10-07,3342.1291,3140.7147,799.0744,-166125.39,-6.21,trailing_stop
AVGO,2024-10-04,2024-10-09,886.2199,852.9272,3013.4846,-105567.94,-3.95,trailing_stop
ARM,2024-10-10,2024-10-22,1004.6372,1176.2821,2528.6018,428506.85,16.85,trailing_stop
MSFT,2024-10-18,2024-10-22,1129.2472,1091.9424,2415.7572,-95485.28,-3.5,trailing_stop
ARKK,2024-10-28,2024-10-30,66.4448,69.8345,9282.321,30199.27,4.89,signal_exit
COIN,2024-10-24,2024-10-31,16.1004,17.1987,142584.9697,151852.63,6.61,trailing_stop
PLTR,2024-10-22,2024-11-01,6.8329,7.3395,395150.2278,194595.1,7.2,trailing_stop
AAPL,2024-11-01,2024-11-05,178.9385,177.949,16355.5126,-22020.19,-0.75,signal_exit
MSTR,2024-11-05,2024-11-07,429.7435,405.232,4188.9023,-106174.11,-5.89,signal_exit
SMCI,2024-10-30,2024-11-11,95753.3391,166304.0731,6.7499,474443.32,73.33,signal_exit
SOXX,2024-11-05,2024-11-13,1092.2322,1143.3732,2675.0284,130823.41,4.47,signal_exit
META,2024-11-07,2024-11-13,1318.5358,1390.6788,1713.3087,118961.65,5.26,signal_exit
TSLA,2024-11-11,2024-11-15,595.5813,590.7694,1919.2553,-11512.02,-1.01,trailing_stop
SMCI,2024-11-13,2024-11-21,165471.7254,166110.1397,17.8399,5473.86,0.19,trailing_stop
AMD,2024-11-13,2024-11-25,105.9187,113.6524,23146.4501,173924.87,7.09,trailing_stop
SOXX,2024-11-21,2024-11-27,1208.6,1209.0049,2702.1346,-5438.6,-0.17,trailing_stop
AMZN,2024-11-27,2024-11-29,114.2187,114.2133,28404.5901,-6641.34,-0.2,trailing_stop
MRVL,2024-11-27,2024-11-29,74.8321,77.1926,43354.859,95749.12,2.95,signal_exit
AMD,2024-11-29,2024-12-03,121.29,117.924,27100.8695,-97705.61,-2.97,signal_exit
SOXX,2024-12-03,2024-12-05,1292.2494,1293.7576,2575.9142,-2776.28,-0.08,signal_exit
COIN,2024-11-29,2024-12-06,18.8846,20.7967,144212.4271,270029.72,9.91,trailing_stop
NVDA,2024-12-03,2024-12-09,3368.2033,3273.832,203.1819,-20524.08,-3.0,signal_exit
META,2024-12-05,2024-12-12,1647.9333,1864.636,1986.1958,423437.43,12.92,trailing_stop
SOXX,2024-12-09,2024-12-13,1322.9397,1427.9255,2694.5584,275478.01,7.72,signal_exit
NVDA,2024-12-11,2024-12-13,3290.3806,3088.9515,47.3771,-9845.35,-6.31,trailing_stop
ARM,2024-12-13,2024-12-17,1019.5089,983.4329,3618.3578,-137783.26,-3.73,signal_exit
COIN,2024-12-17,2024-12-23,21.9352,24.2443,131054.7439,296567.02,10.31,trailing_stop
TSLA,2024-12-13,2024-12-24,677.8037,678.1911,5442.5019,-5271.67,-0.14,trailing_stop
AMD,2024-12-25,2024-12-30,130.5709,133.6626,29628.9942,83774.03,2.16,trailing_stop
SMCI,2024-12-19,2024-12-31,181180.905,230986.3292,5.3224,262891.38,27.23,end_of_backtest
MSTR,2024-12-31,2024-12-31,568.342,567.774,6205.6818,-10575.56,-0.3,end_of_backtest
